XS YS
-1037.7500949141493 -186.19887383185562
-1043.1504507605612 -187.66899866068115
-1048.5631254155317 -189.14639053572444
-1053.9881028279403 -190.63106232117718
-1059.4253669298323 -192.123026837112
-1064.874901636574 -193.6222968594825
-1070.3366908470073 -195.12888512012339
-1075.8107184436053 -196.6428043067516
-1081.2969682926257 -198.16406706296786
-1086.7954242442654 -199.69268598825886
-1092.306070132815 -201.228673638
-1097.8288897768111 -202.7720425234586
-1103.3638669791915 -204.32280511179792
-1108.9109855274473 -205.88097382608163
-1114.470229193777 -207.4465610452788
-1120.041581735238 -209.01957910426955
-1125.6250268939004 -210.60004029385124
-1131.220548396999 -212.18795686074526
-1136.8281299570847 -213.78334100760432
-1142.4477552721773 -215.38620489302033
-1148.0794080259168 -216.9965606315329
-1153.7230718877142 -218.6144202936383
-1159.3787305129038 -220.239795905799
-1165.0463675428925 -221.87269945045395
-1170.7259666053121 -223.51314286602903
-1176.4175113141682 -225.16113804694845
-1182.120985269991 -226.8166968436464
-1187.8363720599853 -228.4798310625795
-1193.563655258179 -230.15055246623956
-1199.302818425574 -231.82887277316703
-1205.0538451102934 -233.5148036579649
-1210.8167188477319 -235.2083567513132
-1216.5914231607032 -236.9095436399841
-1222.3779415595886 -238.61837586685732
-1228.1762575424846 -240.3348649309363
-1233.9863545953513 -242.05902228736483
-1239.8082161921589 -243.79085934744407
-1245.641825795035 -245.5303874786503
-1251.4871668544115 -247.27761800465316
-1257.3442228091715 -249.03256220533413
-1263.2129770867948 -250.795231316806
-1269.093413103504 -252.56563653143238
-1274.9855142644105 -254.34378899784812
-1280.8892639636595 -256.12969982097997
-1286.804645584575 -257.9233800620679
-1292.7316424998048 -259.72484073868674
-1298.670238071465 -261.53409282476855
-1304.6204156512836 -263.35114725062544
-1310.5821585807446 -265.1760149029727
-1316.5554501912318 -267.00870662495265
-1322.5402738041716 -268.8492332161589
-1328.5366127311763 -270.6976054326611
-1334.5444502741866 -272.5538339870301
-1340.5637697256132 -274.41792954836376
-1346.59455436848 -276.28990274231313
-1352.6367874765651 -278.1697641511092
-1358.6904523145417 -280.05752431358997
-1364.7555321381196 -281.9531937252281
-1370.832010194186 -283.8567828381592
-1376.919869720946 -285.76830206121014
-1383.0190939480622 -287.6877617599285
-1389.129666096794 -289.6151722566117
-1395.2515693801383 -291.55054383033723
-1401.3847870029679 -293.4938867169932
-1407.5293021621696 -295.445211109309
-1413.6850980467837 -297.40452715688684
-1419.8521578381412 -299.3718449662336
-1426.0304647100024 -301.3471746007931
-1432.2200018286933 -303.3305260809788
-1438.4207523532432 -305.32190938420706
-1444.6326994355218 -307.32133444493064
-1450.8558262203744 -309.328811154673
-1457.0901158457596 -311.34434936206276
-1463.3355514428836 -313.3679588728685
-1469.592116136336 -315.39964945003425
-1475.859793044225 -317.43943081371543
-1482.1385652783115 -319.48731264131504
-1488.4284159441447 -321.5433045675203
-1494.7293281411944 -323.6074161843399
-1501.0412849629854 -325.6796570411414
-1507.3642694972311 -327.76003664468936
-1513.698264825966 -329.84856445918354
-1520.0432540256777 -331.9452499062979
-1526.3992201674403 -334.0501023652197
-1532.7661463170452 -336.16313117268913
-1539.1440155351333 -338.2843456230396
-1545.5328108773256 -340.41375496823775
-1551.932515394354 -342.5513684179248
-1558.3431121321917 -344.6971951394573
-1564.7645841321837 -346.85124425794925
-1571.1969144311759 -349.01352485631395
-1577.6400860616448 -351.18404597530645
-1584.0940820518258 -353.36281661356645
-1590.5588854258426 -355.5498457276616
-1597.0344792038345 -357.7451422321309
-1603.520846402085 -359.94871499952905
-1610.017970033149 -362.1605728604706
-1616.5258331059795 -364.3807246036749
-1623.044418626055 -366.6091789760109
-1629.5737095955049 -368.84594468254335
-1636.1136890132366 -371.091030386578
-1642.6643398750603 -373.34444470970834
-1649.2256451738142 -375.6061962318622
-1655.7975878994898 -377.8762934913486
-1662.3801510393557 -380.15474498490516
-1668.9733175780823 -382.44155916774605
-1675.5770704978652 -384.73674445360984
-1682.1913927785486 -387.04030921480825
-1688.8162673977479 -389.35226178227464
-1695.4516773309724 -391.6726104456134
-1702.0976055517483 -394.0013634531493
-1708.754035031739 -396.33852901197764
-1715.4209487408675 -398.6841152880143
-1722.098329647437 -401.0381304060462
-1728.7861607182515 -403.40058244978223
-1735.484424918737 -405.77147946190473
-1742.1931052130594 -408.1508294441208
-1748.9121845642458 -410.5386403572142
-1755.6416459343025 -412.9349201210978
-1762.381472284334 -415.3396766148658
-1769.1316465746618 -417.7529176768471
-1775.8921517649412 -420.17465110465815
-1782.6629708142796 -422.6048846552565
-1789.444086681353 -425.0436260449948
-1796.2354823245237 -427.4908829496749
-1803.0371407019557 -429.9466630046024
-1809.8490447717309 -432.4109738046413
-1816.6711774919647 -434.88382290426927
-1823.5035218209214 -437.365217817633
-1830.3460607171282 -439.8551660186038
-1837.19877713949 -442.35367494083386
-1844.0616540474034 -444.8607519778124
-1850.9346744008706 -447.37640448292245
-1857.8178211606114 -449.90063976949745
-1864.7110772881772 -452.4334651108789
-1871.6144257460626 -454.97488774047343
-1878.5278494978177 -457.5249148518109
-1885.4513315081588 -460.0835535986023
-1892.3848547430814 -462.65081109479826
-1899.328402169969 -465.2266944146475
-1906.2819567577044 -467.81121059275597
-1913.2455014767797 -470.4043666241458
-1920.219019299405 -473.00616946431495
-1927.2024931996193 -475.61662602929687
-1934.1959061533973 -478.23574319572066
-1941.199241138759 -480.86352780087117
-1948.2124811358763 -483.4999866427496
-1955.2356091271824 -486.14512648013437
-1962.2686080974775 -488.7989540326421
-1969.311461034036 -491.461475980789
-1976.364150926713 -494.1326989660525
-1983.4266607680493 -496.81262959093306
-1990.4989735533784 -499.50127441901617
-1997.5810722809304 -502.1986399750347
-2004.672939951937 -504.9047327449318
-2011.7745595707363 -507.61955917592314
-2018.8859141448756 -510.3431256765607
-2026.006986685216 -513.0754386167955
-2033.1377602060345 -515.8165043280414
-2040.278217725128 -518.566329103239
-2047.4283422639137 -521.3249191969193
-2054.588116847533 -524.0922808252683
-2061.7575245049507 -526.8684201661916
-2068.9365482690587 -529.6533433593788
-2076.125171176774 -532.4470565063684
-2083.323376269141 -535.2495656706133
-2090.5311465914297 -538.0608768775456
-2097.748465193236 -540.8809961146434
-2104.9753151285804 -543.7099293314949
-2112.211679456008 -546.5476824398659
-2119.4575412386835 -549.3942613137654
-2126.712883544492 -552.2496717895119
-2133.9776894461343 -555.1139196658008
-2141.251942021226 -557.9870107037705
-2148.535624352393 -560.8689506270696
-2155.8287195273665 -563.7597451219244
-2163.1312106390806 -566.6593998372066
-2170.4430807857657 -569.5679203845003
-2177.7643130710458 -572.4853123381706
-2185.094890604031 -575.4115812354311
-2192.4347964994136 -578.346732576412
-2199.7840138775587 -581.2907718242295
-2207.1425258646004 -584.2437044050534
-2214.510315592534 -587.2055357081764
-2221.8873661993075 -590.176271086083
-2229.273660828914 -593.1559158545188
-2236.6691826314855 -596.1444752925594
-2244.0739147633803 -599.1419546426805
-2251.487840387277 -602.1483591108272
-2258.910942672264 -605.1636938664841
-2266.3432047939286 -608.1879640427452
-2273.7846099344483 -611.2211747363841
-2281.2351412826797 -614.2633310079245
-2288.6947820342452 -617.3144378817108
-2296.163515391624 -620.3745003459783
-2303.6413245642398 -623.4435233529247
-2311.128192768547 -626.5215118187806
-2318.6241032281187 -629.6084706238812
-2326.1290391737343 -632.7044046127372
-2333.6429838434647 -635.8093185941063
-2341.165920482759 -638.9232173410651
-2348.6978323445287 -642.0461055910805
-2356.2387026892357 -645.1779880460822
-2363.7885147849743 -648.318869372534
-2371.3472519075576 -651.4687542015065
-2378.9148973406004 -654.6276471287496
-2386.4914343756022 -657.7955527147644
-2394.076846312032 -660.9724754848763
-2401.6711164574103 -664.1584199293077
-2409.274228127391 -667.3533905032507
-2416.886164645844 -670.55739162694
-2424.5069093449374 -673.7704276857266
-2432.136445565217 -676.9925030301506
-2439.774756655688 -680.2236219760147
-2447.4218259738964 -683.4637888044576
-2455.077636886006 -686.713007762028
-2462.7421727668825 -689.9712830607582
-2470.4154170001684 -693.2386188782376
-2478.097352978364 -696.5150193576873
-2485.787964102906 -699.8004886080336
-2493.487233784243 -703.0950307039828
-2501.1951454419177 -706.3986496860953
-2508.9116825046394 -709.7113495608596
-2516.6368284103633 -713.0331343007675
-2524.370566606366 -716.3640078443885
-2532.112880549323 -719.7039740964444
-2539.8637537053824 -723.0530369278842
-2547.6231695502406 -726.4112001759593
-2555.391111569219 -729.7784676442981
-2563.167563257336 -733.1548431029815
-2570.9525081193824 -736.5403302886182
-2578.745929669995 -739.9349329044195
-2586.5478114337284 -743.3386546202752
-2594.3581369451304 -746.7514990728289
-2602.176889748813 -750.1734698655537
-2610.0040533995248 -753.6045705688276
-2617.839611462222 -757.0448047200099
-2625.6835475121406 -760.4941758235161
-2633.535845134868 -763.9526873508945
-2641.3964879264117 -767.4203427409021
-2649.2654594932715 -770.8971453995805
-2657.142743452507 -774.383098700332
-2665.0283234318103 -777.8782059839959
-2672.92218306957 -781.3824705589252
-2680.8243060149457 -784.8958957010622
-2688.734675927932 -788.4184846540153
-2696.6532764794288 -791.9502406291358
-2704.5800913513062 -795.4911668055937
-2712.515104236475 -799.0412663304552
-2720.45829883895 -802.6005423187585
-2728.4096588739194 -806.1689978535912
-2736.3691680678085 -809.746635986167
-2744.336810158346 -813.3334597359022
-2752.31256889463 -816.929472090493
-2760.296428037192 -820.5346760059921
-2768.2883713580613 -824.149074406886
-2776.2883826408297 -827.772670186172
-2784.2964456807144 -831.4054662054355
-2792.3125442846226 -835.0474652949264
-2800.336662271213 -838.6986702536371
-2808.3687834709585 -842.3590838493798
-2816.4088917262106 -846.0287088188629
-2824.4569708912586 -849.7075478677693
-2832.5130048323913 -853.3956036708333
-2840.5769774279606 -857.092878871918
-2848.6488725684394 -860.7993760840926
-2856.728674156483 -864.5150978897105
-2864.8163661069902 -868.2400468404865
-2872.911932347161 -871.9742254575735
-2881.015356816557 -875.7176362316417
-2889.12662346716 -879.4702816229545
-2897.2457162634305 -883.2321640614475
-2905.372619182367 -887.0032859468055
-2913.507316213561 -890.7836496485401
-2921.649791359258 -894.5732575060678
-2929.800028634411 -898.3721118287872
-2937.9580120667406 -902.1802148961573
-2946.1237256967893 -905.9975689577748
-2954.297153577978 -909.8241762334522
-2962.4782797766607 -913.6600389132956
-2970.6670883721818 -917.5051591577819
-2978.8635634569296 -921.3595390978377
-2987.067689136391 -925.2231808349159
-2995.279449529206 -929.0960864410747
-3003.4988287672213 -932.9782579590548
-3011.725810995544 -936.869697402357
-3019.9603803725954 -940.7704067553209
-3028.202521070162 -944.6803879732021
-3036.4522172734505 -948.5996429822503
-3044.7094531811363 -952.5281736797873
-3052.974213005419 -956.4659819342844
-3061.2464809720723 -960.413069585441
-3069.5262413204937 -964.3694384442618
-3077.813478303757 -968.3350902931353
-3086.1081761886626 -972.3100268859109
-3094.410319255786 -976.2942499479775
